ID,no_financial_services,other_only,mm_only,mm_plus
5386,0.013171589,0.12100563,0.11780299,0.74801975
9017,0.0033332142,0.008732376,0.16534653,0.82258785
2819,0.37527692,0.5786607,0.017555997,0.028506333
8998,0.35287273,0.6077068,0.014329654,0.02509083
5181,0.0060192607,0.05863831,0.0544139,0.88092846
2131,0.0035807535,0.011523423,0.1056168,0.8792791
1087,0.0051977644,0.010712142,0.16790873,0.8161813
4144,0.27277517,0.49661523,0.085890345,0.1447192
7239,0.012489492,0.11277645,0.15933335,0.7154007
6119,0.34647125,0.5780666,0.03054162,0.044920545
3839,0.018082133,0.035662685,0.15858316,0.78767204
4847,0.2897701,0.65088767,0.02347246,0.03586982
553,0.0107694315,0.008662977,0.13409625,0.8464713
6917,0.060288634,0.22141619,0.1969506,0.52134454
8430,0.23851041,0.47487628,0.08882869,0.19778463
6201,0.0039631967,0.011505178,0.092836216,0.89169544
4062,0.29604062,0.65024614,0.01750924,0.03620404
5123,0.008717353,0.013103533,0.26427177,0.71390736
5442,0.0011528096,0.008509203,0.1048294,0.8855086
610,0.49838886,0.3701782,0.073563695,0.05786932
1631,0.41211036,0.5106696,0.029654117,0.047565922
2177,0.28324637,0.6308512,0.033402488,0.05249996
7282,0.0035683126,0.02299969,0.1289457,0.84448624
5140,0.019102877,0.01607962,0.17779936,0.7870182
2980,0.0011700388,0.0031746514,0.20120561,0.7944497
391,0.02150257,0.024421435,0.4476579,0.5064181
5579,0.26867986,0.66479814,0.02853238,0.03798964
3740,0.31283268,0.62701166,0.014239349,0.045916308
5447,0.047709912,0.2534992,0.10564348,0.5931474
6998,0.0071063107,0.008250798,0.12719694,0.85744596
3778,0.27507308,0.6559868,0.02744714,0.041493043
3366,0.35317287,0.5774855,0.023261288,0.046080362
3445,0.5990589,0.24751021,0.09406877,0.059362076
1366,0.0018404841,0.0056129135,0.20353083,0.78901577
3312,0.031071719,0.041746624,0.4589984,0.46818322
2962,0.4716453,0.44355574,0.03236219,0.052436754
4659,0.15563177,0.5386538,0.056819923,0.24889453
6506,0.02100177,0.04852585,0.23059869,0.69987375
4456,0.005563821,0.013351844,0.4692496,0.5118347
5735,0.45599356,0.48824745,0.012376757,0.043382194
1622,0.38589337,0.5167902,0.03032533,0.0669911
537,0.0029883126,0.009267529,0.14077324,0.84697086
1493,0.00034432352,0.001315018,0.019578503,0.97876215
47,0.0018158999,0.0039334483,0.05753104,0.9367196
2517,0.06858667,0.053715065,0.19413333,0.68356496
5544,0.0006096648,0.0042387284,0.041958056,0.9531935
9196,0.0004245379,0.0022461899,0.020395657,0.97693366
86,0.0052141454,0.004373022,0.07125864,0.91915417
8598,0.00061143766,0.002099108,0.03581828,0.96147114
4970,0.0018234077,0.0056615463,0.06323264,0.92928237
4291,0.0034052571,0.0036140906,0.056401305,0.93657935
3503,0.26802063,0.45518988,0.07702535,0.19976407
5084,0.0028076782,0.008063731,0.087876454,0.90125215
5453,0.0027989543,0.0045843655,0.081172265,0.9114444
1912,0.0014623442,0.003550304,0.1914738,0.8035136
8833,0.006314327,0.006139288,0.027432324,0.96011406
8564,0.43750364,0.4701961,0.043654066,0.048646223
7635,0.0012211212,0.021180572,0.15093328,0.826665
1573,0.009769575,0.048739336,0.12252632,0.8189648
8148,0.0072192824,0.037816092,0.08741795,0.8675467
7511,0.35674,0.51039505,0.06153929,0.071325645
5477,0.00068126,0.0028761856,0.05824947,0.93819314
5070,0.024000412,0.03988735,0.25141796,0.6846943
4710,0.014377779,0.021878641,0.08994684,0.87379676
1990,0.036937516,0.07410726,0.26116684,0.62778836
9124,0.004306273,0.010137217,0.19037823,0.79517823
3574,0.0017303257,0.0032307801,0.10652256,0.8885163
7919,0.02737604,0.046496857,0.26286966,0.6632574
7298,0.011167371,0.06119773,0.14308472,0.78455013
7328,0.33466563,0.5981185,0.029234653,0.037981242
5360,0.06162724,0.1418994,0.1268186,0.6696547
2899,0.06839808,0.21515839,0.19055131,0.5258922
2323,0.004797001,0.01490919,0.1271166,0.8531772
4299,0.0020233325,0.009810897,0.054161053,0.93400466
7124,0.0010243172,0.0029577212,0.087211065,0.9088069
4244,0.0020831022,0.0071613165,0.06751048,0.92324513
458,0.0030175552,0.0044806255,0.16598096,0.82652086
4406,0.019278929,0.01802141,0.09361256,0.8690871
8066,0.043810613,0.029426156,0.16735688,0.7594063
7823,0.45445812,0.2846233,0.13460134,0.12631722
6502,0.24503905,0.6843642,0.026656985,0.04393974
6295,0.0037553338,0.009430919,0.1571279,0.82968587
2612,0.38556832,0.2749106,0.16334368,0.1761774
3540,0.0706362,0.17685468,0.17275405,0.57975507
3569,0.002544104,0.008741847,0.06728649,0.92142755
5467,0.061360206,0.05366313,0.32916826,0.5558084
2100,0.06508584,0.11426992,0.40164804,0.41899619
2806,0.0011722328,0.01414013,0.0806586,0.904029
126,0.0023425156,0.002429905,0.07439799,0.92082953
5114,0.0066233035,0.0063794297,0.24990545,0.7370918
465,0.019897323,0.016183997,0.16020207,0.8037166
7488,0.018231828,0.032156672,0.14093919,0.8086723
813,0.32629055,0.41412047,0.07971313,0.1798758
6827,0.0015291827,0.003060961,0.08115639,0.9142534
122,0.010754363,0.009852198,0.10877334,0.8706201
1225,0.0018092793,0.0034855602,0.092770346,0.9019348
1402,0.016128043,0.0062629003,0.038044933,0.9395641
78,0.010345162,0.037245024,0.28032455,0.6720853
1522,0.3103387,0.37712753,0.08311817,0.22941566
7196,0.014061373,0.11103837,0.27295637,0.60194385
2518,0.0017717996,0.001903668,0.07628188,0.9200426
7092,0.004015806,0.014689566,0.10543325,0.8758614
2530,0.0077334107,0.007928507,0.038603716,0.9457344
6166,0.34677377,0.4141253,0.07783902,0.16126192
585,0.001690883,0.003217436,0.060905006,0.9341867
8610,0.008852941,0.0074134623,0.10447569,0.879258
174,0.0019395074,0.004088021,0.09234356,0.90162885
7615,0.2706437,0.689806,0.015009364,0.024540894
79,0.0025693735,0.0028930288,0.117613025,0.8769246
6906,0.001072657,0.002932309,0.06963297,0.9263621
2001,0.0010662839,0.0038116148,0.07115146,0.9239706
7087,0.0021266416,0.006049085,0.053899996,0.93792427
8958,0.004887567,0.004601926,0.113566265,0.8769442
6110,0.0017714786,0.003672732,0.07765511,0.9169007
2803,0.008399693,0.008724571,0.09543026,0.8874455
239,0.0023200542,0.0058066417,0.09512657,0.8967467
8880,0.0023007565,0.0049303067,0.18420216,0.8085668
4462,0.035158936,0.13341622,0.11967102,0.7117538
3030,0.43494505,0.5029727,0.032332424,0.029749807
8895,0.008632978,0.045871235,0.13527167,0.81022406
2705,0.4085134,0.52495646,0.023290286,0.043239847
1892,0.0029863967,0.0040371777,0.15312275,0.8398537
8894,0.05139765,0.15487146,0.23310864,0.5606222
9415,0.001409169,0.00398332,0.10379823,0.89080924
7218,0.010344635,0.14496642,0.09552393,0.749165
1193,0.0008021179,0.0017507975,0.02946094,0.96798617
25,0.026418282,0.011918721,0.15387338,0.80778956
3038,0.027794896,0.027676186,0.12688339,0.8176455
6365,0.01976242,0.046222363,0.10964783,0.8243674
1730,0.004455543,0.021031683,0.12748148,0.84703124
7550,0.0029472734,0.003383803,0.0959188,0.89775014
5787,0.00092379755,0.0041857976,0.02598342,0.968907
7460,0.24795651,0.44121787,0.093711615,0.217114
6776,0.20922649,0.4772463,0.1106548,0.2028724
6813,0.2911882,0.5679562,0.053605508,0.08725003
7490,0.009847264,0.070134304,0.113547534,0.80647093
6442,0.54691136,0.39265198,0.02726606,0.033170585
791,0.001511219,0.0031119678,0.113001,0.8823758
8324,0.0059843794,0.00987565,0.22228141,0.7618585
5474,0.0034773396,0.0048844786,0.16066201,0.8309762
3735,0.06326101,0.045025133,0.23810004,0.6536138
9256,0.0068507674,0.005840434,0.13308842,0.8542204
9250,0.03388231,0.22346228,0.23961076,0.5030446
2651,0.003829154,0.015362448,0.15341488,0.82739353
351,0.007567074,0.03093154,0.20472212,0.75677925
8997,0.37734312,0.58180916,0.013563094,0.02728462
3443,0.0013676466,0.003723864,0.076704636,0.9182038
8141,0.0040658326,0.015342795,0.1429956,0.83759576
2220,0.24812496,0.48526937,0.07534639,0.19125924
6467,0.003215732,0.017343681,0.08020544,0.8992352
1143,0.006613022,0.009416862,0.2261362,0.75783396
6971,0.38978565,0.54975355,0.027812356,0.03264844
5461,0.3445621,0.5994537,0.017595792,0.038388364
7577,0.021538362,0.04876542,0.15321106,0.77648515
6727,0.019870045,0.032084122,0.21420106,0.73384476
4339,0.022981063,0.008288467,0.085022174,0.8837083
8271,0.29436475,0.50009376,0.06603876,0.13950273
8270,0.2968715,0.6456777,0.017217387,0.04023337
2411,0.0054114168,0.01627712,0.18601933,0.7922921
611,0.46752444,0.3917035,0.094379395,0.046392683
2400,0.0012003143,0.003648866,0.14108962,0.8540612
3719,0.0017180309,0.0051112287,0.07557675,0.917594
1206,0.038236015,0.12034427,0.1190694,0.7223503
4400,0.41165704,0.55072653,0.012417429,0.025198948
7234,0.001404955,0.007257867,0.08037088,0.91096634
6770,0.21190038,0.5447835,0.062339343,0.1809768
5885,0.0018107702,0.008567895,0.056352273,0.9332691
5464,0.054719698,0.045270342,0.09647715,0.80353284
9236,0.010365783,0.064475775,0.115004405,0.810154
5760,0.032814678,0.10621958,0.063259125,0.79770666
3090,0.0030761547,0.012451348,0.07875326,0.9057193
1728,0.01808001,0.05973523,0.13040555,0.7917792
182,0.007114282,0.0067931265,0.10202122,0.8840714
654,0.0018717357,0.0021932302,0.09600717,0.89992785
7595,0.0026489676,0.008201757,0.09210781,0.8970415
3610,0.07159562,0.15304954,0.116590664,0.6587642
3833,0.016972052,0.037450172,0.14132245,0.80425537
3570,0.0036428238,0.013295726,0.13670687,0.8463546
1704,0.006797773,0.0065460447,0.24665396,0.7400023
3317,0.021197481,0.020210996,0.15421486,0.8043766
7417,0.30997086,0.38084236,0.10457607,0.20461075
4307,0.037819073,0.052045573,0.20612662,0.7040087
3857,0.019995736,0.019266667,0.14428952,0.8164481
3856,0.21711531,0.5403745,0.06969456,0.17281558
7446,0.24971914,0.5917668,0.05334869,0.105165385
1612,0.009643023,0.014045527,0.35588756,0.6204239
5861,0.020415992,0.04332752,0.16666023,0.7695963
9341,0.005860873,0.019005498,0.13604131,0.8390923
5502,0.001959101,0.012442074,0.082921654,0.9026772
8389,0.029506683,0.03668065,0.22988564,0.703927
3086,0.0009879966,0.002390685,0.050172143,0.94644916
9269,0.014554002,0.07399769,0.24423869,0.6672096
1607,0.0014817673,0.004109312,0.13654184,0.8578671
6806,0.0037363197,0.016474769,0.15199484,0.8277941
456,0.006830298,0.005486443,0.2595512,0.728132
546,0.020061776,0.026583467,0.24322407,0.7101307
6962,0.008298672,0.024623998,0.13189022,0.83518714
342,0.6088396,0.29054004,0.040522836,0.060097557
883,0.032779206,0.011891382,0.33011585,0.6252135
8918,0.0023190945,0.0060911817,0.051574495,0.9400152
1659,0.26431787,0.39143595,0.122002624,0.22224356
704,0.0016609753,0.003590902,0.09122715,0.903521
769,0.13318764,0.072637886,0.23732874,0.5568457
2682,0.0019126803,0.004224332,0.082408726,0.9114543
7969,0.014813695,0.016037215,0.10515208,0.863997
8886,0.20321605,0.5267271,0.07660814,0.19344877
5759,0.11365455,0.14139546,0.07704408,0.66790587
7479,0.0029978245,0.008142795,0.20124166,0.78761774
1340,0.0009856586,0.003201111,0.13167302,0.8641402
8558,0.37477314,0.55861205,0.026519421,0.04009537
7177,0.55973655,0.4085231,0.014526787,0.01721355
8276,0.004983603,0.009498194,0.19516966,0.7903486
6460,0.0027836433,0.011441456,0.04323502,0.94253993
3250,0.00086427666,0.0020507316,0.050880514,0.9462045
5035,0.37675643,0.34927645,0.12056269,0.15340441
8878,0.456147,0.47263005,0.026345823,0.044877097
1953,0.025548872,0.027881984,0.21239446,0.73417467
5028,0.0024042274,0.011139374,0.13576795,0.85068846
3466,0.015677137,0.037452232,0.14129329,0.80557734
9084,0.015195169,0.08042108,0.1693819,0.73500186
7337,0.27435237,0.56512487,0.05026253,0.11026018
3035,0.0013429937,0.0020113527,0.06869152,0.92795414
5968,0.3025343,0.4890687,0.0765133,0.1318837
775,0.1243322,0.06736472,0.26788867,0.54041445
3659,0.016529165,0.014344352,0.17078637,0.7983401
5893,0.35220012,0.5455216,0.038746394,0.06353184
5454,0.004301022,0.013018326,0.102592945,0.88008773
1096,0.049990147,0.118297786,0.2305692,0.6011429
8692,0.017097205,0.058088075,0.30482382,0.61999094
660,0.077792466,0.08428995,0.41337904,0.4245385
3078,0.23924215,0.5320297,0.07041526,0.1583129
2337,0.22834545,0.4955247,0.078041404,0.19808844
4634,0.02475676,0.04280304,0.2523486,0.68009156
3835,0.40015054,0.5259111,0.031545103,0.042393304
1121,0.2979828,0.42972854,0.10320117,0.16908753
1559,0.007361817,0.032865655,0.08043943,0.8793331
4072,0.31561667,0.6067965,0.01784888,0.059737932
3291,0.024918463,0.035950717,0.38047194,0.5586589
3194,0.3410087,0.4081742,0.08375015,0.16706702
5745,0.27931628,0.44038415,0.09546852,0.18483105
6186,0.0014061307,0.0038063668,0.21140692,0.7833805
9010,0.021634893,0.17769107,0.14329726,0.6573768
9455,0.4571624,0.49818337,0.021516174,0.023138002
8334,0.029070033,0.056372516,0.21945082,0.6951066
4766,0.44786373,0.49217084,0.025715526,0.03424985
6988,0.42256445,0.4885499,0.02114229,0.0677433
2120,0.057633065,0.09313955,0.2939212,0.5553062
5268,0.051536027,0.17418128,0.1526833,0.62159944
5343,0.37030986,0.27042064,0.1973806,0.16188885
5256,0.25324968,0.32588094,0.06562765,0.35524172
7247,0.011970631,0.021432875,0.13703385,0.82956266
4380,0.0025379856,0.004101007,0.09808804,0.8952729
8474,0.081375025,0.15192164,0.20474462,0.5619587
2754,0.68240273,0.28388575,0.01730838,0.016403174
1710,0.0046243994,0.008441728,0.25464022,0.7322936
6164,0.36678487,0.55282855,0.02108791,0.059298646
863,0.0069870166,0.009461442,0.18924664,0.7943049
7359,0.0038267714,0.0074181217,0.17520389,0.81355125
1227,0.45428953,0.3821255,0.066807255,0.09677771
724,0.34000763,0.52501696,0.03223851,0.10273693
635,0.0025277259,0.006187177,0.19242856,0.79885656
1923,0.026515802,0.038934227,0.19027683,0.7442731
7325,0.2426829,0.45762423,0.08861373,0.21107914
6746,0.3614395,0.57173723,0.02104196,0.04578133
3256,0.017278614,0.03147097,0.14626792,0.8049825
979,0.51774806,0.36946094,0.050160065,0.06263095
975,0.017564956,0.06517786,0.16279753,0.7544597
7152,0.27935278,0.57668024,0.059965387,0.084001556
4709,0.009347567,0.053240698,0.105688326,0.8317234
1173,0.40513885,0.5190877,0.02036165,0.05541184
3249,0.0072543737,0.0063881367,0.2367328,0.74962467
6529,0.0022965972,0.0023568165,0.05752941,0.9378172
2368,0.0011832048,0.002427642,0.06718,0.92920923
5073,0.0032088747,0.012307076,0.0806869,0.9037972
3567,0.0033968072,0.010362695,0.07086931,0.9153712
7622,0.0263546,0.046930417,0.17598686,0.7507281
5340,0.022587102,0.03764858,0.11466612,0.82509816
6223,0.2955584,0.6469769,0.017784875,0.039679825
8204,0.00092411385,0.0046267253,0.07747123,0.91697794
9153,0.26729727,0.4174602,0.078686595,0.23655598
7076,0.024747504,0.040836945,0.23342085,0.70099473
2676,0.0027814347,0.0064288983,0.1652795,0.82551014
8202,0.001923075,0.0024675915,0.083417974,0.91219133
6224,0.028228145,0.038555205,0.1832304,0.74998623
3603,0.002611306,0.006953591,0.15335031,0.8370848
2674,0.05340386,0.01898928,0.17212433,0.75548255
1641,0.01554304,0.023735004,0.08571849,0.87500346
7256,0.000980836,0.0027776058,0.20838475,0.78785676
1545,0.0022623898,0.00576587,0.11003842,0.8819334
3828,0.35359707,0.5733446,0.03285492,0.040203407
4865,0.27157736,0.6499196,0.020813398,0.05768959
5326,0.004740931,0.014323118,0.10549151,0.8754445
936,0.00072203233,0.002111797,0.02882567,0.9683405
204,0.0051305676,0.0036667807,0.16884857,0.8223541
7470,0.0009165184,0.003443583,0.027984241,0.96765566
315,0.0013621036,0.01062254,0.12213813,0.8658772
196,0.0019775473,0.0039361413,0.1060153,0.88807106
1005,0.0010573324,0.002594085,0.049451377,0.9468972
2186,0.0003542632,0.0010836965,0.022328766,0.9762333
2850,0.0007104553,0.0007817275,0.020798866,0.97770894
7105,0.004428363,0.010684193,0.14878225,0.8361052
529,0.0015046808,0.0024631585,0.058365684,0.9376665
3408,0.0009365959,0.0029684647,0.05405024,0.94204473
2567,0.0025042784,0.007810563,0.05646504,0.9332201
603,0.0016607943,0.0033278794,0.041036684,0.9539746
2885,0.005009003,0.01247308,0.06076776,0.9217502
2461,0.001198374,0.0015550534,0.05286046,0.9443861
3971,0.0032600546,0.009189979,0.08431829,0.9032317
2281,0.13216485,0.025289118,0.1203151,0.7222309
9342,0.0020177064,0.0020093943,0.03881647,0.9571564
5207,0.0019619986,0.0062516555,0.08205251,0.9097338
3051,0.0011633389,0.0027004997,0.14105375,0.8550824
8175,0.0024101846,0.008436752,0.074708104,0.914445
6302,0.00057108485,0.001504134,0.034118805,0.96380603
5603,0.008187138,0.009821586,0.09592377,0.88606757
8713,0.0012269884,0.0028395932,0.11004406,0.8858894
1367,0.0010835251,0.001429484,0.09778263,0.8997044
2548,0.00056192745,0.0014493993,0.026046466,0.97194225
2460,0.00042769706,0.001417711,0.02570035,0.97245425
6697,0.0016843621,0.0032308954,0.111741744,0.88334304
5944,0.0039800396,0.005344723,0.08134237,0.9093328
6576,0.0048659802,0.004435324,0.1094414,0.8812573
913,0.003225103,0.0025762625,0.056486502,0.9377122
8905,0.0014601103,0.007782128,0.04760033,0.94315743
658,0.0120694665,0.011318578,0.13070251,0.8459094
3499,0.0008465791,0.0024132011,0.03393472,0.96280557
703,0.004969881,0.00801201,0.034299046,0.9527191
7734,0.015705388,0.018430585,0.08779813,0.87806594
2119,0.0010172267,0.0043347836,0.019288085,0.97535986
6180,0.0029750024,0.003772784,0.059314776,0.93393743
7573,0.003841905,0.02281997,0.057741962,0.9155962
5262,0.00070033915,0.0016652805,0.029454548,0.9681798
7579,0.008181588,0.013388985,0.053640436,0.92478895
4181,0.0024302076,0.00477234,0.05521863,0.93757886
520,0.0010953923,0.0028336602,0.038361583,0.9577094
9441,0.00059802487,0.001179599,0.031083565,0.9671388
2804,0.001988159,0.0014337805,0.04565948,0.95091856
7454,0.0028870967,0.0038399347,0.097611286,0.8956617
2760,0.0058504455,0.01596356,0.06067814,0.9175078
7180,0.0072607854,0.024390243,0.10953442,0.8588146
5004,0.004988404,0.009223129,0.124482505,0.861306
2590,0.0067709195,0.010238829,0.22266074,0.76032954
935,0.0015451339,0.0024469506,0.06832341,0.9276844
4941,0.45253348,0.40314317,0.06934507,0.07497831
2879,0.0027123457,0.0076786093,0.0914382,0.8981709
123,0.001023161,0.0019507054,0.06063923,0.9363869
6393,0.0008053979,0.0019715717,0.054913037,0.9423099
1297,0.0044601467,0.0031132803,0.05964095,0.9327856
250,0.0027569863,0.01563495,0.0718524,0.9097557
1134,0.25724348,0.37995273,0.048569545,0.31423423
8565,0.40822837,0.3342211,0.06327549,0.19427504
7783,0.008229526,0.050905216,0.20786716,0.7329981
387,0.0013307664,0.0016183453,0.028349532,0.96870136
5801,0.0013126425,0.0029232418,0.066784516,0.92897964
705,0.0028401928,0.0032679043,0.17699991,0.81689197
1621,0.0027627305,0.0060985642,0.08209731,0.90904146
6762,0.00086885825,0.002247324,0.044764984,0.9521189
487,0.0010346442,0.0016690803,0.057330694,0.93996555
353,0.02824447,0.02155857,0.2113957,0.73880124
749,0.0035418028,0.009362562,0.06857086,0.9185248
8127,0.002210793,0.005520014,0.07962522,0.91264397
330,0.016285367,0.0323727,0.16124703,0.79009485
4193,0.010275714,0.22692357,0.08446925,0.67833143
4545,0.29055962,0.6500465,0.017385738,0.042008076
7782,0.29876912,0.66593134,0.016982114,0.0183174
1593,0.3799809,0.54263294,0.029976647,0.047409505
3378,0.33590057,0.6186539,0.017877726,0.027567824
5182,0.31099194,0.6446672,0.0130940145,0.031246886
7525,0.29815745,0.65933347,0.014897078,0.027612036
2173,0.6246406,0.32308945,0.029256042,0.023013953
6156,0.031210534,0.040531844,0.5295207,0.39873695
6568,0.57500607,0.3990145,0.010567606,0.015411844
7942,0.5209417,0.43853045,0.01950508,0.02102278
6653,0.38623217,0.580535,0.009882892,0.023349931
3117,0.005148322,0.011244078,0.20901377,0.77459383
4755,0.16567674,0.52716875,0.0971638,0.2099907
7571,0.08570678,0.083443366,0.35235244,0.47849742
1620,0.32283348,0.40313053,0.0647561,0.2092799
4096,0.063115135,0.07703498,0.25063702,0.6092128
4004,0.21279988,0.5807287,0.06284935,0.14362204
9018,0.3040338,0.42417288,0.10837278,0.16342056
1057,0.603553,0.3118298,0.03446509,0.0501521
6558,0.45164132,0.47630394,0.026007352,0.04604734
3866,0.41194144,0.5464694,0.017400648,0.024188535
941,0.38565078,0.28522322,0.15657265,0.17255338
2694,0.33106253,0.596766,0.023666224,0.048505314
4873,0.0024312828,0.010321654,0.14216268,0.8450843
2251,0.46231392,0.49372685,0.012948777,0.031010494
4855,0.3427896,0.4282687,0.058146358,0.17079532
5415,0.43929845,0.47142637,0.030887542,0.05838762
7144,0.29553354,0.55297804,0.058722716,0.092765704
3176,0.31068847,0.6169091,0.013584852,0.05881764
4987,0.0037384501,0.005422127,0.10898156,0.8818579
3278,0.39921412,0.15051194,0.25373167,0.19654228
4133,0.27240264,0.46460083,0.09133249,0.17166403
8959,0.4751183,0.436698,0.020634305,0.067549385
3097,0.0025118766,0.0057177274,0.07583965,0.9159307
3617,0.008618236,0.0079872515,0.1925,0.79089445
6649,0.55102223,0.41320142,0.017525466,0.018250829
4791,0.24517262,0.46392992,0.08710762,0.20378987
8212,0.49115694,0.18829177,0.07435469,0.24619657
7968,0.5504003,0.4130279,0.017373722,0.019198023
5631,0.31498566,0.5506827,0.06022754,0.07410409
5202,0.038185578,0.12593031,0.11877139,0.7171128
7207,0.31000125,0.58548045,0.024409644,0.080108605
890,0.027172249,0.016596911,0.11240337,0.8438275
3779,0.0032628994,0.0060046907,0.11055777,0.88017464
3024,0.22475068,0.5301808,0.072412565,0.17265595
3669,0.020190597,0.053083356,0.23538402,0.69134206
5223,0.0025691285,0.012676786,0.07193974,0.9128144
7275,0.0010641712,0.0043551927,0.1381251,0.85645556
7459,0.33102354,0.53499043,0.054338444,0.07964761
3547,0.00059684145,0.0021105905,0.029045021,0.96824753
888,0.06632695,0.056295853,0.43055364,0.4468235
207,0.0053951186,0.0061768186,0.31242487,0.6760032
5413,0.02426514,0.03138841,0.17301463,0.7713318
5833,0.34996027,0.37253943,0.082976796,0.19452351
9221,0.0035497174,0.009726101,0.12758392,0.8591403
